experiment_id,timestamp,x,y,true_label,before_data_and_weigths_rotation_prediction,before_data_and_weigths_rotation_confidence,after_data_and_before_weigths_rotation_prediction,after_data_and_before_weigths_rotation_confidence,before_data_and_after_weigths_rotation_prediction,before_data_and_after_weigths_rotation_confidence,after_data_and_weigths_rotation_prediction,after_data_and_weigths_rotation_confidence,after_data_and_before_weigths_rotation_prediction_match,after_data_and_before_weigths_rotation_confidence_change,before_data_and_after_weigths_rotation_prediction_match,before_data_and_after_weigths_rotation_confidence_change,after_data_and_weigths_rotation_prediction_match,after_data_and_weigths_rotation_confidence_change
172,2025-11-29 16:45:13,3.627258,10.188569,0,out,0.010973,out,0.013133,out,0.027950,out,0.010973,true,0.002160,true,0.016977,true,0.000000
173,2025-11-29 16:45:13,2.244531,2.260699,1,in,0.984276,out,0.012805,out,0.020137,in,0.984276,false,-0.971470,false,-0.964139,true,0.000000
174,2025-11-29 16:45:13,10.154463,3.160177,0,out,0.026074,out,0.012951,out,0.014510,out,0.026074,true,-0.013123,true,-0.011564,true,-0.000000
175,2025-11-29 16:45:13,10.028900,10.375500,0,out,0.096173,out,0.012856,out,0.029911,out,0.096173,true,-0.083317,true,-0.066262,true,0.000000
176,2025-11-29 16:45:13,7.398684,8.489656,1,in,0.985385,out,0.012837,out,0.029920,in,0.985385,false,-0.972548,false,-0.955465,true,0.000000
177,2025-11-29 16:45:13,1.038540,3.142090,0,out,0.021119,out,0.012823,out,0.011020,out,0.021119,true,-0.008295,true,-0.010099,true,0.000000
178,2025-11-29 16:45:13,10.225081,5.600008,1,in,0.875854,out,0.012904,out,0.029104,in,0.875855,false,-0.862950,false,-0.846751,true,0.000000
179,2025-11-29 16:45:13,6.178845,7.128117,1,in,0.884367,out,0.012827,out,0.029862,in,0.884367,false,-0.871540,false,-0.854505,true,-0.000000
180,2025-11-29 16:45:13,6.067906,1.661100,0,out,0.014340,out,0.012843,out,0.028292,out,0.014340,true,-0.001496,true,0.013952,true,0.000000
181,2025-11-29 16:45:13,8.169660,11.312000,0,out,0.002575,out,0.012879,out,0.030312,out,0.002575,true,0.010304,true,0.027737,true,0.000000
182,2025-11-29 16:45:13,0.355159,3.404567,0,out,0.023078,out,0.012846,out,0.011007,out,0.023078,true,-0.010231,true,-0.012071,true,0.000000
183,2025-11-29 16:45:13,10.416517,9.076359,0,out,0.115066,out,0.012866,out,0.029740,out,0.115066,true,-0.102201,true,-0.085327,true,0.000000
184,2025-11-29 16:45:13,10.496969,5.963665,1,in,0.685364,out,0.012908,out,0.029214,in,0.685364,false,-0.672457,false,-0.656151,true,0.000000
185,2025-11-29 16:45:13,2.170195,8.819345,0,out,0.011010,out,0.013113,out,0.011082,out,0.011010,true,0.002103,true,0.000072,true,0.000000
186,2025-11-29 16:45:13,10.223331,1.991210,0,out,0.016734,out,0.012986,out,0.011072,out,0.016734,true,-0.003748,true,-0.005663,true,0.000000
187,2025-11-29 16:45:13,1.828360,5.228418,0,out,0.011028,out,0.012848,out,0.011572,out,0.011028,true,0.001819,true,0.000544,true,0.000000
188,2025-11-29 16:45:13,3.957634,2.088502,1,in,0.948889,out,0.012812,out,0.028997,in,0.948889,false,-0.936077,false,-0.919892,true,0.000000
189,2025-11-29 16:45:13,9.066616,5.445685,1,in,0.970524,out,0.012871,out,0.029483,in,0.970524,false,-0.957653,false,-0.941040,true,0.000000
190,2025-11-29 16:45:13,6.413255,6.382575,1,in,0.958679,out,0.012825,out,0.029769,in,0.958679,false,-0.945854,false,-0.928910,true,0.000000
191,2025-11-29 16:45:13,10.043335,7.223777,0,in,0.628622,out,0.012875,out,0.029614,in,0.628622,false,-0.615747,false,-0.599008,true,0.000000
192,2025-11-29 16:45:13,10.541988,0.546161,0,out,0.009397,out,0.013055,out,0.011016,out,0.009397,true,0.003657,true,0.001619,true,0.000000
193,2025-11-29 16:45:13,5.562700,7.072610,0,out,0.031217,out,0.012829,out,0.029905,out,0.031217,true,-0.018388,true,-0.001312,true,0.000000
194,2025-11-29 16:45:13,6.216981,5.549346,1,in,0.904569,out,0.012824,out,0.029712,in,0.904569,false,-0.891746,false,-0.874858,true,-0.000000
195,2025-11-29 16:45:13,2.809589,8.216509,0,out,0.011008,out,0.012968,out,0.018383,out,0.011008,true,0.001960,true,0.007375,true,0.000000
196,2025-11-29 16:45:13,3.147466,7.512946,0,out,0.011009,out,0.012896,out,0.027601,out,0.011009,true,0.001887,true,0.016592,true,0.000000
197,2025-11-29 16:45:13,8.501944,7.628580,1,in,0.981538,out,0.012842,out,0.029740,in,0.981538,false,-0.968695,false,-0.951798,true,0.000000
198,2025-11-29 16:45:13,3.812868,3.995627,0,out,0.156094,out,0.012811,out,0.029232,out,0.156094,true,-0.143283,true,-0.126862,true,-0.000000
199,2025-11-29 16:45:13,5.566451,5.230431,1,in,0.766398,out,0.012819,out,0.029716,in,0.766397,false,-0.753578,false,-0.736682,true,-0.000000
200,2025-11-29 16:45:13,6.277978,7.541350,1,in,0.790273,out,0.012831,out,0.029904,in,0.790273,false,-0.777442,false,-0.760369,true,0.000000
201,2025-11-29 16:45:13,8.401162,7.615758,1,in,0.983399,out,0.012841,out,0.029745,in,0.983399,false,-0.970558,false,-0.953654,true,0.000000
202,2025-11-29 16:45:13,1.110320,3.550076,0,out,0.018929,out,0.012826,out,0.011023,out,0.018929,true,-0.006103,true,-0.007906,true,0.000000
203,2025-11-29 16:45:13,1.150453,5.348382,0,out,0.011058,out,0.012872,out,0.011020,out,0.011058,true,0.001815,true,-0.000038,true,0.000000
204,2025-11-29 16:45:13,8.906595,6.034492,1,in,0.984272,out,0.012861,out,0.029590,in,0.984272,false,-0.971411,false,-0.954682,true,0.000000
205,2025-11-29 16:45:13,1.370753,9.499943,0,out,0.011011,out,0.013329,out,0.011029,out,0.011011,true,0.002318,true,0.000018,true,0.000000
206,2025-11-29 16:45:13,3.968552,1.094284,1,in,0.868732,out,0.012812,out,0.028711,in,0.868732,false,-0.855921,false,-0.840021,true,0.000000
207,2025-11-29 16:45:13,9.699667,0.348305,0,out,0.010533,out,0.013003,out,0.011017,out,0.010533,true,0.002471,true,0.000485,true,0.000000
208,2025-11-29 16:45:13,3.942497,1.463970,1,in,0.964939,out,0.012813,out,0.028819,in,0.964939,false,-0.952126,false,-0.936120,true,0.000000
209,2025-11-29 16:45:13,1.470527,3.813744,0,out,0.014561,out,0.012823,out,0.011178,out,0.014561,true,-0.001738,true,-0.003383,true,0.000000
210,2025-11-29 16:45:13,0.271832,1.135413,0,out,0.011786,out,0.012575,out,0.011006,out,0.011786,true,0.000788,true,-0.000780,true,0.000000
211,2025-11-29 16:45:13,0.334352,4.776542,0,out,0.013767,out,0.012874,out,0.011008,out,0.013767,true,-0.000893,true,-0.002759,true,0.000000
212,2025-11-29 16:45:13,8.140162,7.142140,1,in,0.987046,out,0.012840,out,0.029722,in,0.987046,false,-0.974206,false,-0.957324,true,0.000000
213,2025-11-29 16:45:13,4.459333,8.930407,0,out,0.010967,out,0.012912,out,0.030336,out,0.010967,true,0.001945,true,0.019369,true,0.000000
214,2025-11-29 16:45:13,0.033905,0.701360,0,out,0.011066,out,0.011761,out,0.011007,out,0.011066,true,0.000695,true,-0.000059,true,0.000000
215,2025-11-29 16:45:13,11.526552,7.903758,0,out,0.090850,out,0.012911,out,0.029561,out,0.090850,true,-0.077939,true,-0.061289,true,0.000000
216,2025-11-29 16:45:13,9.913402,2.376041,0,out,0.016695,out,0.012959,out,0.011592,out,0.016695,true,-0.003737,true,-0.005104,true,-0.000000
217,2025-11-29 16:45:13,10.819385,5.055656,1,out,0.347857,out,0.012939,out,0.026659,out,0.347857,true,-0.334918,true,-0.321198,true,-0.000000
218,2025-11-29 16:45:13,8.605324,9.775764,1,in,0.638394,out,0.012846,out,0.029973,in,0.638394,false,-0.625548,false,-0.608421,true,0.000000
219,2025-11-29 16:45:13,6.838946,7.434309,1,in,0.979928,out,0.012830,out,0.029843,in,0.979928,false,-0.967098,false,-0.950085,true,0.000000
220,2025-11-29 16:45:13,8.154449,9.564077,1,in,0.914246,out,0.012845,out,0.029991,in,0.914246,false,-0.901401,false,-0.884255,true,0.000000
221,2025-11-29 16:45:13,1.091535,11.490505,0,out,0.011008,out,0.012751,out,0.011030,out,0.011008,true,0.001744,true,0.000022,true,0.000000
222,2025-11-29 16:45:13,8.805544,9.186314,1,in,0.739230,out,0.012844,out,0.029876,in,0.739230,false,-0.726385,false,-0.709354,true,0.000000
223,2025-11-29 16:45:13,10.886996,0.397870,0,out,0.008484,out,0.013088,out,0.011015,out,0.008484,true,0.004604,true,0.002531,true,0.000000
224,2025-11-29 16:45:13,10.538403,0.804248,0,out,0.009454,out,0.013045,out,0.011017,out,0.009454,true,0.003591,true,0.001563,true,0.000000
225,2025-11-29 16:45:13,1.708395,3.612877,0,out,0.015930,out,0.012817,out,0.012430,out,0.015930,true,-0.003113,true,-0.003500,true,0.000000
226,2025-11-29 16:45:13,9.609979,7.750922,1,in,0.736918,out,0.012860,out,0.029681,in,0.736918,false,-0.724058,false,-0.707236,true,0.000000
227,2025-11-29 16:45:13,6.169088,5.880363,1,in,0.926912,out,0.012823,out,0.029740,in,0.926912,false,-0.914089,false,-0.897172,true,0.000000
228,2025-11-29 16:45:13,1.657870,1.983335,1,in,0.846860,out,0.012807,out,0.013261,in,0.846860,false,-0.834053,false,-0.833599,true,0.000000
229,2025-11-29 16:45:13,11.532345,2.007132,0,out,0.032443,out,0.013075,out,0.011019,out,0.032443,true,-0.019368,true,-0.021424,true,0.000000
230,2025-11-29 16:45:13,5.630671,9.284967,0,out,0.010693,out,0.012879,out,0.030275,out,0.010693,true,0.002186,true,0.019582,true,0.000000
231,2025-11-29 16:45:13,8.308836,2.504465,0,out,0.012574,out,0.012890,out,0.023004,out,0.012574,true,0.000317,true,0.010430,true,-0.000000
232,2025-11-29 16:45:13,9.573340,9.560301,0,out,0.194393,out,0.012851,out,0.029852,out,0.194394,true,-0.181542,true,-0.164541,true,0.000000
233,2025-11-29 16:45:13,7.881330,7.306568,1,in,0.987287,out,0.012836,out,0.029753,in,0.987287,false,-0.974451,false,-0.957534,true,0.000000
234,2025-11-29 16:45:13,8.487322,5.731195,1,in,0.980968,out,0.012854,out,0.029595,in,0.980968,false,-0.968113,false,-0.951373,true,0.000000
235,2025-11-29 16:45:13,5.911453,6.644430,1,in,0.835121,out,0.012825,out,0.029829,in,0.835121,false,-0.822297,false,-0.805293,true,0.000000
236,2025-11-29 16:45:13,7.577665,5.739141,1,in,0.972263,out,0.012838,out,0.029652,in,0.972263,false,-0.959425,false,-0.942611,true,0.000000
237,2025-11-29 16:45:13,2.662226,6.353551,0,out,0.011013,out,0.012862,out,0.023071,out,0.011013,true,0.001849,true,0.012058,true,0.000000
238,2025-11-29 16:45:13,10.626735,0.173568,0,out,0.009514,out,0.013076,out,0.011015,out,0.009514,true,0.003561,true,0.001501,true,0.000000
239,2025-11-29 16:45:13,3.119056,1.970680,1,in,0.985695,out,0.012806,out,0.026834,in,0.985695,false,-0.972889,false,-0.958861,true,0.000000
240,2025-11-29 16:45:13,5.136925,3.131671,0,out,0.019572,out,0.012820,out,0.029572,out,0.019572,true,-0.006752,true,0.010000,true,0.000000
241,2025-11-29 16:45:13,9.018341,6.571934,1,in,0.981992,out,0.012858,out,0.029628,in,0.981992,false,-0.969134,false,-0.952364,true,0.000000
242,2025-11-29 16:45:13,0.667122,10.018337,0,out,0.011012,out,0.012765,out,0.011020,out,0.011012,true,0.001753,true,0.000008,true,0.000000
243,2025-11-29 16:45:13,6.486149,7.424702,1,in,0.954356,out,0.012829,out,0.029871,in,0.954356,false,-0.941527,false,-0.924485,true,0.000000
244,2025-11-29 16:45:13,9.808893,7.287273,1,in,0.768615,out,0.012869,out,0.029634,in,0.768615,false,-0.755746,false,-0.738980,true,0.000000
245,2025-11-29 16:45:13,9.278006,7.463058,1,in,0.931709,out,0.012856,out,0.029679,in,0.931709,false,-0.918853,false,-0.902030,true,0.000000
246,2025-11-29 16:45:13,8.733992,1.533962,0,out,0.011859,out,0.012924,out,0.011863,out,0.011859,true,0.001065,true,0.000003,true,0.000000
247,2025-11-29 16:45:13,1.030641,0.045565,0,out,0.012414,out,0.011249,out,0.011211,out,0.012414,true,-0.001165,true,-0.001203,true,0.000000
248,2025-11-29 16:45:13,3.381227,3.029075,1,in,0.969086,out,0.012808,out,0.028297,in,0.969086,false,-0.956278,false,-0.940789,true,0.000000
249,2025-11-29 16:45:13,4.890109,9.712173,0,out,0.010858,out,0.012939,out,0.030498,out,0.010858,true,0.002081,true,0.019639,true,0.000000
250,2025-11-29 16:45:13,9.500658,2.114781,0,out,0.014041,out,0.012945,out,0.011759,out,0.014041,true,-0.001096,true,-0.002281,true,0.000000
251,2025-11-29 16:45:13,3.832493,4.337698,0,out,0.049133,out,0.012812,out,0.029315,out,0.049133,true,-0.036321,true,-0.019818,true,-0.000000
252,2025-11-29 16:45:13,10.150203,6.913206,0,in,0.665542,out,0.012882,out,0.029576,in,0.665542,false,-0.652660,false,-0.635967,true,0.000000
253,2025-11-29 16:45:13,4.758618,11.064606,0,out,0.010586,out,0.013108,out,0.030946,out,0.010586,true,0.002521,true,0.020359,true,0.000000
254,2025-11-29 16:45:13,4.470796,1.548955,1,in,0.889200,out,0.012819,out,0.029228,in,0.889200,false,-0.876381,false,-0.859972,true,0.000000
255,2025-11-29 16:45:13,7.646015,10.470554,0,out,0.015783,out,0.012866,out,0.030215,out,0.015783,true,-0.002917,true,0.014432,true,0.000000
256,2025-11-29 16:45:13,8.299900,0.621735,0,out,0.010910,out,0.012924,out,0.011122,out,0.010910,true,0.002015,true,0.000212,true,0.000000
257,2025-11-29 16:45:13,3.492256,2.373067,1,in,0.980691,out,0.012808,out,0.028306,in,0.980691,false,-0.967882,false,-0.952384,true,0.000000
258,2025-11-29 16:45:13,5.283375,9.484453,0,out,0.010783,out,0.012903,out,0.030376,out,0.010783,true,0.002120,true,0.019593,true,0.000000
259,2025-11-29 16:45:13,8.691190,0.481487,0,out,0.010851,out,0.012945,out,0.011039,out,0.010851,true,0.002094,true,0.000189,true,0.000000
260,2025-11-29 16:45:13,7.036200,8.374011,1,in,0.977962,out,0.012836,out,0.029940,in,0.977962,false,-0.965126,false,-0.948022,true,-0.000000
261,2025-11-29 16:45:13,1.909588,7.901884,0,out,0.011012,out,0.013015,out,0.011059,out,0.011012,true,0.002003,true,0.000047,true,0.000000
262,2025-11-29 16:45:13,2.689422,4.145272,0,out,0.011416,out,0.012814,out,0.025863,out,0.011416,true,0.001399,true,0.014447,true,0.000000
263,2025-11-29 16:45:13,2.206002,8.964813,0,out,0.011009,out,0.013133,out,0.011085,out,0.011009,true,0.002124,true,0.000076,true,0.000000
264,2025-11-29 16:45:13,11.185366,9.861855,0,out,0.076484,out,0.012876,out,0.029759,out,0.076484,true,-0.063608,true,-0.046725,true,0.000000
265,2025-11-29 16:45:13,7.632101,6.993000,1,in,0.986514,out,0.012834,out,0.029742,in,0.986514,false,-0.973680,false,-0.956772,true,0.000000
266,2025-11-29 16:45:13,9.145355,7.698114,1,in,0.932487,out,0.012852,out,0.029705,in,0.932488,false,-0.919636,false,-0.902782,true,0.000000
267,2025-11-29 16:45:13,9.054117,6.291008,1,in,0.983005,out,0.012861,out,0.029603,in,0.983005,false,-0.970144,false,-0.953402,true,0.000000
268,2025-11-29 16:45:13,5.588771,5.736135,1,in,0.808568,out,0.012820,out,0.029758,in,0.808568,false,-0.795748,false,-0.778811,true,0.000000
269,2025-11-29 16:45:13,6.943843,5.142300,1,in,0.853377,out,0.012833,out,0.029647,in,0.853377,false,-0.840544,false,-0.823730,true,0.000000
270,2025-11-29 16:45:13,3.454199,2.944297,1,in,0.968870,out,0.012808,out,0.028432,in,0.968870,false,-0.956062,false,-0.940437,true,-0.000000
271,2025-11-29 16:45:13,7.597640,5.272961,1,in,0.924403,out,0.012842,out,0.029619,in,0.924402,false,-0.911561,false,-0.894784,true,-0.000000
272,2025-11-29 16:45:13,0.016601,1.425206,0,out,0.012097,out,0.012814,out,0.011005,out,0.012097,true,0.000717,true,-0.001093,true,0.000000
273,2025-11-29 16:45:13,7.257980,7.426599,1,in,0.985696,out,0.012831,out,0.029809,in,0.985696,false,-0.972865,false,-0.955887,true,0.000000
274,2025-11-29 16:45:13,4.121022,9.420367,0,out,0.010970,out,0.012972,out,0.030378,out,0.010970,true,0.002002,true,0.019408,true,0.000000
275,2025-11-29 16:45:13,9.179859,5.731529,1,in,0.979773,out,0.012871,out,0.029522,in,0.979773,false,-0.966902,false,-0.950251,true,0.000000
276,2025-11-29 16:45:13,8.395548,7.539402,1,in,0.984045,out,0.012841,out,0.029739,in,0.984045,false,-0.971204,false,-0.954306,true,0.000000
277,2025-11-29 16:45:13,3.787512,9.786310,0,out,0.010976,out,0.013047,out,0.029685,out,0.010976,true,0.002071,true,0.018709,true,0.000000
278,2025-11-29 16:45:13,4.240326,1.021884,1,in,0.652651,out,0.012816,out,0.028904,in,0.652651,false,-0.639835,false,-0.623747,true,-0.000000
279,2025-11-29 16:45:13,7.584635,5.949637,1,in,0.978178,out,0.012837,out,0.029666,in,0.978178,false,-0.965341,false,-0.948512,true,-0.000000
280,2025-11-29 16:45:13,9.477347,0.936447,0,out,0.010756,out,0.012973,out,0.011030,out,0.010756,true,0.002218,true,0.000274,true,0.000000
281,2025-11-29 16:45:13,1.100710,7.058174,0,out,0.011015,out,0.012986,out,0.011020,out,0.011015,true,0.001971,true,0.000006,true,0.000000
282,2025-11-29 16:45:13,1.161113,1.938895,0,out,0.038812,out,0.012813,out,0.011089,out,0.038812,true,-0.025999,true,-0.027723,true,0.000000
283,2025-11-29 16:45:13,8.221418,8.636354,1,in,0.972292,out,0.012839,out,0.029862,in,0.972292,false,-0.959453,false,-0.942430,true,0.000000
284,2025-11-29 16:45:13,7.003949,6.708930,1,in,0.980084,out,0.012829,out,0.029759,in,0.980084,false,-0.967255,false,-0.950325,true,0.000000
285,2025-11-29 16:45:13,3.438545,3.332076,1,in,0.885213,out,0.012808,out,0.028537,in,0.885213,false,-0.872405,false,-0.856676,true,-0.000000
286,2025-11-29 16:45:13,7.880558,5.167847,1,in,0.900542,out,0.012847,out,0.029590,in,0.900542,false,-0.887695,false,-0.870952,true,0.000000
287,2025-11-29 16:45:13,8.130003,1.851274,0,out,0.012006,out,0.012895,out,0.017667,out,0.012006,true,0.000889,true,0.005661,true,0.000000
288,2025-11-29 16:45:13,3.360314,2.010301,1,in,0.983626,out,0.012808,out,0.027788,in,0.983626,false,-0.970819,false,-0.955839,true,0.000000
289,2025-11-29 16:45:13,4.954843,11.554278,0,out,0.010037,out,0.013165,out,0.031105,out,0.010037,true,0.003128,true,0.021069,true,0.000000
290,2025-11-29 16:45:13,8.220162,7.847779,1,in,0.984106,out,0.012839,out,0.029779,in,0.984106,false,-0.971267,false,-0.954327,true,0.000000
291,2025-11-29 16:45:13,9.194925,7.904743,1,in,0.893744,out,0.012851,out,0.029719,in,0.893745,false,-0.880893,false,-0.864026,true,0.000000
292,2025-11-29 16:45:13,6.883447,9.249992,0,out,0.046688,out,0.012850,out,0.030092,out,0.046689,true,-0.033839,true,-0.016597,true,0.000000
293,2025-11-29 16:45:13,6.878873,5.520986,1,in,0.938176,out,0.012830,out,0.029675,in,0.938176,false,-0.925346,false,-0.908501,true,0.000000
294,2025-11-29 16:45:13,5.261989,6.515458,0,out,0.042246,out,0.012825,out,0.029856,out,0.042246,true,-0.029421,true,-0.012390,true,0.000000
295,2025-11-29 16:45:13,5.940687,5.121603,1,in,0.786414,out,0.012822,out,0.029694,in,0.786414,false,-0.773592,false,-0.756721,true,0.000000
296,2025-11-29 16:45:13,10.341754,10.551575,0,out,0.083848,out,0.012859,out,0.029903,out,0.083848,true,-0.070989,true,-0.053944,true,0.000000
297,2025-11-29 16:45:13,4.752992,9.547305,0,out,0.010903,out,0.012936,out,0.030471,out,0.010903,true,0.002033,true,0.019569,true,0.000000
298,2025-11-29 16:45:13,7.745288,5.667051,1,in,0.972010,out,0.012841,out,0.029638,in,0.972010,false,-0.959168,false,-0.942372,true,0.000000
299,2025-11-29 16:45:13,2.067534,3.872951,0,out,0.012412,out,0.012816,out,0.017451,out,0.012412,true,0.000405,true,0.005039,true,0.000000
300,2025-11-29 16:45:13,5.382006,5.314791,1,in,0.725216,out,0.012819,out,0.029728,in,0.725216,false,-0.712398,false,-0.695488,true,0.000000
301,2025-11-29 16:45:13,11.405940,0.765667,0,out,0.005294,out,0.013117,out,0.011015,out,0.005294,true,0.007823,true,0.005721,true,0.000000
302,2025-11-29 16:45:13,7.211211,6.916409,1,in,0.983741,out,0.012831,out,0.029763,in,0.983741,false,-0.970911,false,-0.953978,true,0.000000
303,2025-11-29 16:45:13,4.501662,8.724749,0,out,0.010971,out,0.012898,out,0.030287,out,0.010971,true,0.001927,true,0.019316,true,0.000000
304,2025-11-29 16:45:13,8.708047,5.288517,1,in,0.952026,out,0.012864,out,0.029513,in,0.952026,false,-0.939163,false,-0.922513,true,-0.000000
305,2025-11-29 16:45:13,9.220302,8.328312,1,in,0.780382,out,0.012850,out,0.029754,in,0.780382,false,-0.767533,false,-0.750629,true,0.000000
306,2025-11-29 16:45:13,11.107933,2.478981,0,out,0.034453,out,0.013026,out,0.011043,out,0.034453,true,-0.021427,true,-0.023410,true,-0.000000
307,2025-11-29 16:45:13,8.535387,6.542270,1,in,0.986393,out,0.012849,out,0.029654,in,0.986393,false,-0.973544,false,-0.956738,true,0.000000
308,2025-11-29 16:45:13,7.404558,7.411527,1,in,0.986466,out,0.012832,out,0.029796,in,0.986466,false,-0.973634,false,-0.956670,true,0.000000
309,2025-11-29 16:45:13,0.639394,8.210791,0,out,0.011014,out,0.013064,out,0.011015,out,0.011014,true,0.002050,true,0.000002,true,0.000000
310,2025-11-29 16:45:13,2.491968,6.238378,0,out,0.011013,out,0.012863,out,0.019602,out,0.011013,true,0.001850,true,0.008588,true,0.000000
311,2025-11-29 16:45:13,10.057516,7.121507,0,in,0.657406,out,0.012877,out,0.029604,in,0.657406,false,-0.644529,false,-0.627802,true,0.000000
312,2025-11-29 16:45:13,9.774881,10.027546,0,out,0.124005,out,0.012853,out,0.029890,out,0.124006,true,-0.111152,true,-0.094115,true,0.000000
313,2025-11-29 16:45:13,5.662439,5.385811,1,in,0.812295,out,0.012820,out,0.029725,in,0.812295,false,-0.799475,false,-0.782570,true,0.000000
314,2025-11-29 16:45:13,1.851082,2.064194,1,in,0.955441,out,0.012806,out,0.015270,in,0.955441,false,-0.942635,false,-0.940171,true,0.000000
315,2025-11-29 16:45:13,8.225244,10.415995,1,in,0.541545,out,0.012856,out,0.030122,in,0.541545,false,-0.528689,false,-0.511422,true,0.000000
316,2025-11-29 16:45:13,9.782982,5.407888,1,in,0.946499,out,0.012892,out,0.029231,in,0.946499,false,-0.933606,false,-0.917267,true,0.000000
317,2025-11-29 16:45:13,7.237105,8.657137,1,in,0.981295,out,0.012838,out,0.029959,in,0.981295,false,-0.968457,false,-0.951337,true,0.000000
318,2025-11-29 16:45:13,7.777257,8.652474,1,in,0.983411,out,0.012838,out,0.029905,in,0.983411,false,-0.970573,false,-0.953506,true,0.000000
319,2025-11-29 16:45:13,7.103675,8.517265,1,in,0.978303,out,0.012837,out,0.029953,in,0.978303,false,-0.965466,false,-0.948350,true,0.000000
320,2025-11-29 16:45:13,7.977264,7.073941,1,in,0.987234,out,0.012838,out,0.029727,in,0.987234,false,-0.974397,false,-0.957507,true,0.000000
321,2025-11-29 16:45:13,1.258538,3.416845,0,out,0.019457,out,0.012821,out,0.011051,out,0.019457,true,-0.006635,true,-0.008405,true,0.000000
322,2025-11-29 16:45:13,3.592193,1.008792,1,in,0.812209,out,0.012804,out,0.027969,in,0.812209,false,-0.799405,false,-0.784240,true,-0.000000
323,2025-11-29 16:45:13,1.408151,10.260386,0,out,0.011009,out,0.013484,out,0.011031,out,0.011009,true,0.002474,true,0.000022,true,0.000000
324,2025-11-29 16:45:13,8.948246,5.227192,1,in,0.941330,out,0.012871,out,0.029453,in,0.941330,false,-0.928459,false,-0.911877,true,0.000000
325,2025-11-29 16:45:13,10.590119,5.155513,1,in,0.571867,out,0.012927,out,0.027784,in,0.571867,false,-0.558940,false,-0.544082,true,0.000000
326,2025-11-29 16:45:13,4.173200,1.664929,1,in,0.946321,out,0.012815,out,0.029104,in,0.946321,false,-0.933506,false,-0.917217,true,0.000000
327,2025-11-29 16:45:13,9.938001,11.736776,0,out,0.078280,out,0.012864,out,0.030132,out,0.078280,true,-0.065416,true,-0.048148,true,0.000000
328,2025-11-29 16:45:13,10.209435,5.128824,1,in,0.789686,out,0.012912,out,0.028488,in,0.789686,false,-0.776774,false,-0.761198,true,0.000000
329,2025-11-29 16:45:13,1.095363,1.985534,0,out,0.028019,out,0.012815,out,0.011051,out,0.028019,true,-0.015204,true,-0.016968,true,0.000000
330,2025-11-29 16:45:13,8.613806,5.675456,1,in,0.980079,out,0.012858,out,0.029579,in,0.980079,false,-0.967221,false,-0.950500,true,0.000000
331,2025-11-29 16:45:13,4.103724,1.545190,1,in,0.956532,out,0.012814,out,0.029016,in,0.956532,false,-0.943718,false,-0.927517,true,0.000000
332,2025-11-29 16:45:13,6.188553,6.325925,1,in,0.940820,out,0.012824,out,0.029778,in,0.940820,false,-0.927997,false,-0.911042,true,-0.000000
333,2025-11-29 16:45:13,3.418940,5.960124,0,out,0.011016,out,0.012834,out,0.029226,out,0.011016,true,0.001817,true,0.018210,true,0.000000
334,2025-11-29 16:45:13,11.611282,3.649841,0,out,0.033538,out,0.013021,out,0.011423,out,0.033538,true,-0.020517,true,-0.022115,true,0.000000
335,2025-11-29 16:45:13,8.635428,5.960634,1,in,0.984497,out,0.012855,out,0.029604,in,0.984497,false,-0.971642,false,-0.954893,true,0.000000
336,2025-11-29 16:45:13,3.405826,2.033265,1,in,0.983042,out,0.012808,out,0.027937,in,0.983042,false,-0.970234,false,-0.955105,true,0.000000
337,2025-11-29 16:45:13,7.482727,5.087291,1,in,0.846327,out,0.012841,out,0.029612,in,0.846327,false,-0.833486,false,-0.816715,true,-0.000000
338,2025-11-29 16:45:13,1.473338,6.984033,0,out,0.011014,out,0.012957,out,0.011030,out,0.011014,true,0.001943,true,0.000016,true,0.000000
339,2025-11-29 16:45:13,5.224344,4.745361,0,in,0.543036,out,0.012817,out,0.029684,in,0.543036,false,-0.530218,false,-0.513352,true,0.000000
340,2025-11-29 16:45:13,7.765114,6.901081,1,in,0.986720,out,0.012836,out,0.029726,in,0.986720,false,-0.973884,false,-0.956994,true,0.000000
341,2025-11-29 16:45:13,8.688047,8.890619,1,in,0.879447,out,0.012843,out,0.029851,in,0.879447,false,-0.866604,false,-0.849596,true,0.000000
342,2025-11-29 16:45:13,6.517695,5.715242,1,in,0.939162,out,0.012826,out,0.029708,in,0.939162,false,-0.926337,false,-0.909455,true,0.000000
343,2025-11-29 16:45:13,8.923230,6.623397,1,in,0.983160,out,0.012855,out,0.029638,in,0.983160,false,-0.970305,false,-0.953523,true,0.000000
344,2025-11-29 16:45:13,6.648474,7.757456,1,in,0.962180,out,0.012832,out,0.029897,in,0.962180,false,-0.949348,false,-0.932283,true,-0.000000
345,2025-11-29 16:45:13,7.404722,8.497766,1,in,0.985376,out,0.012837,out,0.029920,in,0.985376,false,-0.972539,false,-0.955455,true,0.000000
346,2025-11-29 16:45:13,7.861715,6.181439,1,in,0.983821,out,0.012840,out,0.029667,in,0.983821,false,-0.970981,false,-0.954154,true,0.000000
347,2025-11-29 16:45:13,4.633318,2.807020,0,out,0.038058,out,0.012816,out,0.029484,out,0.038058,true,-0.025242,true,-0.008574,true,0.000000
