experiment_id,x,y,true_label,before_data_and_weigths_transformation_prediction,before_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction,after_data_and_before_weigths_transformation_confidence,before_data_and_after_weigths_transformation_prediction,before_data_and_after_weigths_transformation_confidence,after_data_and_weigths_transformation_prediction,after_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction_match,after_data_and_before_weigths_transformation_confidence_change,before_data_and_after_weigths_transformation_prediction_match,before_data_and_after_weigths_transformation_confidence_change,after_data_and_weigths_transformation_prediction_match,after_data_and_weigths_transformation_confidence_change
207,9.699667,0.348305,0,out,0.010533,out,0.011014,out,0.012940,out,0.010533,true,0.000481,true,0.002407,true,0.000000
208,3.942497,1.463970,1,in,0.964939,out,0.028593,out,0.012809,in,0.964939,false,-0.936347,false,-0.952130,true,0.000000
209,1.470527,3.813744,0,out,0.014561,out,0.019881,out,0.012843,out,0.014561,true,0.005320,true,-0.001718,true,0.000000
210,0.271832,1.135413,0,out,0.011786,out,0.011009,out,0.012596,out,0.011786,true,-0.000778,true,0.000809,true,0.000000
211,0.334352,4.776542,0,out,0.013767,out,0.011027,out,0.012866,out,0.013767,true,-0.002739,true,-0.000901,true,0.000000
212,8.140162,7.142140,1,in,0.987046,out,0.029404,out,0.012841,in,0.987046,false,-0.957641,false,-0.974205,true,0.000000
213,4.459333,8.930407,0,out,0.010967,out,0.029967,out,0.013192,out,0.010967,true,0.019001,true,0.002226,true,0.000000
214,0.033905,0.701360,0,out,0.011066,out,0.011007,out,0.011694,out,0.011066,true,-0.000059,true,0.000628,true,0.000000
215,11.526552,7.903758,0,out,0.090850,out,0.016254,out,0.012853,out,0.090850,true,-0.074596,true,-0.077997,true,0.000000
216,9.913402,2.376041,0,out,0.016695,out,0.011016,out,0.012894,out,0.016695,true,-0.005679,true,-0.003802,true,0.000000
217,10.819385,5.055656,1,out,0.347857,out,0.011042,out,0.012867,out,0.347857,true,-0.336815,true,-0.334990,true,-0.000000
218,8.605324,9.775764,1,in,0.638394,out,0.029651,out,0.012947,in,0.638394,false,-0.608743,false,-0.625448,true,0.000000
219,6.838946,7.434309,1,in,0.979928,out,0.029635,out,0.012866,in,0.979928,false,-0.950293,false,-0.967062,true,0.000000
220,8.154449,9.564077,1,in,0.914246,out,0.029670,out,0.012951,in,0.914246,false,-0.884575,false,-0.901295,true,0.000000
221,1.091535,11.490505,0,out,0.011008,out,0.016562,out,0.009862,out,0.011008,true,0.005555,true,-0.001146,true,0.000000
222,8.805544,9.186314,1,in,0.739230,out,0.029593,out,0.012898,in,0.739230,false,-0.709636,false,-0.726332,true,0.000001
223,10.886996,0.397870,0,out,0.008484,out,0.011014,out,0.012993,out,0.008484,true,0.002530,true,0.004509,true,0.000000
224,10.538403,0.804248,0,out,0.009454,out,0.011014,out,0.012961,out,0.009454,true,0.001561,true,0.003507,true,0.000000
225,1.708395,3.612877,0,out,0.015930,out,0.022457,out,0.012834,out,0.015930,true,0.006527,true,-0.003096,true,0.000000
226,9.609979,7.750922,1,in,0.736918,out,0.028531,out,0.012845,in,0.736918,false,-0.708387,false,-0.724073,true,0.000000
227,6.169088,5.880363,1,in,0.926912,out,0.029589,out,0.012832,in,0.926912,false,-0.897323,false,-0.914080,true,0.000000
228,1.657870,1.983335,1,in,0.846860,out,0.016799,out,0.012815,in,0.846860,false,-0.830061,false,-0.834045,true,0.000000
229,11.532345,2.007132,0,out,0.032443,out,0.011014,out,0.012964,out,0.032443,true,-0.021429,true,-0.019479,true,0.000000
230,5.630671,9.284967,0,out,0.010693,out,0.029868,out,0.013120,out,0.010693,true,0.019175,true,0.002428,true,0.000000
231,8.308836,2.504465,0,out,0.012574,out,0.011104,out,0.012853,out,0.012574,true,-0.001470,true,0.000279,true,0.000000
232,9.573340,9.560301,0,out,0.194393,out,0.029538,out,0.012896,out,0.194394,true,-0.164855,true,-0.181497,true,0.000000
233,7.881330,7.306568,1,in,0.987287,out,0.029509,out,0.012846,in,0.987287,false,-0.957778,false,-0.974441,true,0.000000
234,8.487322,5.731195,1,in,0.980968,out,0.026819,out,0.012831,in,0.980968,false,-0.954149,false,-0.968137,true,0.000000
235,5.911453,6.644430,1,in,0.835121,out,0.029654,out,0.012855,in,0.835122,false,-0.805467,false,-0.822267,true,0.000000
236,7.577665,5.739141,1,in,0.972263,out,0.029036,out,0.012827,in,0.972263,false,-0.943228,false,-0.959436,true,0.000000
237,2.662226,6.353551,0,out,0.011013,out,0.029586,out,0.012944,out,0.011013,true,0.018573,true,0.001931,true,0.000000
238,10.626735,0.173568,0,out,0.009514,out,0.011013,out,0.012988,out,0.009514,true,0.001499,true,0.003474,true,0.000000
239,3.119056,1.970680,1,in,0.985695,out,0.027702,out,0.012806,in,0.985695,false,-0.957994,false,-0.972890,true,0.000000
240,5.136925,3.131671,0,out,0.019572,out,0.029279,out,0.012813,out,0.019572,true,0.009707,true,-0.006759,true,0.000000
241,9.018341,6.571934,1,in,0.981992,out,0.027508,out,0.012835,in,0.981992,false,-0.954484,false,-0.969157,true,0.000000
242,0.667122,10.018337,0,out,0.011012,out,0.011337,out,0.010782,out,0.011012,true,0.000325,true,-0.000230,true,0.000000
243,6.486149,7.424702,1,in,0.954356,out,0.029659,out,0.012873,in,0.954356,false,-0.924697,false,-0.941483,true,0.000000
244,9.808893,7.287273,1,in,0.768615,out,0.026715,out,0.012841,in,0.768615,false,-0.741900,false,-0.755774,true,0.000000
245,9.278006,7.463058,1,in,0.931709,out,0.028688,out,0.012842,in,0.931709,false,-0.903020,false,-0.918867,true,0.000000
246,8.733992,1.533962,0,out,0.011859,out,0.011018,out,0.012879,out,0.011859,true,-0.000841,true,0.001020,true,0.000000
247,1.030641,0.045565,0,out,0.012414,out,0.011286,out,0.011528,out,0.012414,true,-0.001128,true,-0.000886,true,0.000000
248,3.381227,3.029075,1,in,0.969086,out,0.028986,out,0.012810,in,0.969086,false,-0.940100,false,-0.956276,true,0.000000
249,4.890109,9.712173,0,out,0.010858,out,0.030007,out,0.013350,out,0.010858,true,0.019148,true,0.002491,true,0.000000
250,9.500658,2.114781,0,out,0.014041,out,0.011017,out,0.012887,out,0.014041,true,-0.003024,true,-0.001153,true,0.000000
251,3.832493,4.337698,0,out,0.049133,out,0.029537,out,0.012823,out,0.049133,true,-0.019596,true,-0.036310,true,-0.000000
252,10.150203,6.913206,0,in,0.665542,out,0.021973,out,0.012842,in,0.665542,false,-0.643569,false,-0.652700,true,0.000000
253,4.758618,11.064606,0,out,0.010586,out,0.030229,out,0.014112,out,0.010586,true,0.019643,true,0.003526,true,0.000000
254,4.470796,1.548955,1,in,0.889200,out,0.028374,out,0.012812,in,0.889200,false,-0.860827,false,-0.876388,true,0.000000
255,7.646015,10.470554,0,out,0.015783,out,0.029774,out,0.013116,out,0.015783,true,0.013991,true,-0.002667,true,0.000000
256,8.299900,0.621735,0,out,0.010910,out,0.011016,out,0.012886,out,0.010910,true,0.000107,true,0.001976,true,0.000000
257,3.492256,2.373067,1,in,0.980691,out,0.028800,out,0.012807,in,0.980691,false,-0.951890,false,-0.967884,true,0.000000
258,5.283375,9.484453,0,out,0.010783,out,0.029928,out,0.013213,out,0.010783,true,0.019145,true,0.002431,true,0.000000
259,8.691190,0.481487,0,out,0.010851,out,0.011015,out,0.012900,out,0.010851,true,0.000164,true,0.002050,true,0.000000
260,7.036200,8.374011,1,in,0.977962,out,0.029677,out,0.012908,in,0.977962,false,-0.948285,false,-0.965053,true,-0.000000
261,1.909588,7.901884,0,out,0.011012,out,0.029225,out,0.012939,out,0.011012,true,0.018213,true,0.001927,true,0.000000
262,2.689422,4.145272,0,out,0.011416,out,0.028619,out,0.012831,out,0.011416,true,0.017204,true,0.001416,true,0.000000
263,2.206002,8.964813,0,out,0.011009,out,0.030076,out,0.012747,out,0.011009,true,0.019067,true,0.001738,true,0.000000
264,11.185366,9.861855,0,out,0.076484,out,0.028826,out,0.012876,out,0.076484,true,-0.047658,true,-0.063608,true,0.000000
265,7.632101,6.993000,1,in,0.986514,out,0.029508,out,0.012842,in,0.986514,false,-0.957006,false,-0.973672,true,0.000000
266,9.145355,7.698114,1,in,0.932487,out,0.029085,out,0.012845,in,0.932488,false,-0.903402,false,-0.919642,true,0.000000
267,9.054117,6.291008,1,in,0.983005,out,0.026327,out,0.012835,in,0.983005,false,-0.956678,false,-0.970170,true,0.000000
268,5.588771,5.736135,1,in,0.808568,out,0.029627,out,0.012835,in,0.808568,false,-0.778942,false,-0.795734,true,0.000000
269,6.943843,5.142300,1,in,0.853377,out,0.029166,out,0.012823,in,0.853377,false,-0.824211,false,-0.840554,true,0.000000
270,3.454199,2.944297,1,in,0.968870,out,0.029027,out,0.012809,in,0.968870,false,-0.939843,false,-0.956060,true,-0.000000
271,7.597640,5.272961,1,in,0.924403,out,0.028439,out,0.012826,in,0.924402,false,-0.895964,false,-0.911577,true,-0.000000
272,0.016601,1.425206,0,out,0.012097,out,0.011006,out,0.012980,out,0.012097,true,-0.001091,true,0.000882,true,0.000000
273,7.257980,7.426599,1,in,0.985696,out,0.029602,out,0.012858,in,0.985696,false,-0.956094,false,-0.972838,true,0.000000
274,4.121022,9.420367,0,out,0.010970,out,0.030078,out,0.013384,out,0.010970,true,0.019109,true,0.002414,true,0.000000
275,9.179859,5.731529,1,in,0.979773,out,0.021792,out,0.012836,in,0.979773,false,-0.957981,false,-0.966936,true,0.000000
276,8.395548,7.539402,1,in,0.984045,out,0.029428,out,0.012847,in,0.984045,false,-0.954617,false,-0.971198,true,0.000000
277,3.787512,9.786310,0,out,0.010976,out,0.030189,out,0.013547,out,0.010976,true,0.019213,true,0.002571,true,0.000000
278,4.240326,1.021884,1,in,0.652651,out,0.027674,out,0.012812,in,0.652651,false,-0.624977,false,-0.639839,true,-0.000000
279,7.584635,5.949637,1,in,0.978178,out,0.029181,out,0.012829,in,0.978178,false,-0.948997,false,-0.965350,true,-0.000000
280,9.477347,0.936447,0,out,0.010756,out,0.011015,out,0.012915,out,0.010756,true,0.000259,true,0.002159,true,0.000000
281,1.100710,7.058174,0,out,0.011015,out,0.016501,out,0.012673,out,0.011015,true,0.005487,true,0.001658,true,0.000000
282,1.161113,1.938895,0,out,0.038812,out,0.012257,out,0.012829,out,0.038812,true,-0.026555,true,-0.025982,true,0.000000
283,8.221418,8.636354,1,in,0.972292,out,0.029605,out,0.012886,in,0.972292,false,-0.942687,false,-0.959406,true,0.000000
284,7.003949,6.708930,1,in,0.980084,out,0.029569,out,0.012842,in,0.980084,false,-0.950515,false,-0.967242,true,0.000000
285,3.438545,3.332076,1,in,0.885213,out,0.029156,out,0.012812,in,0.885213,false,-0.856057,false,-0.872401,true,-0.000000
286,7.880558,5.167847,1,in,0.900542,out,0.027392,out,0.012827,in,0.900542,false,-0.873150,false,-0.887715,true,0.000000
287,8.130003,1.851274,0,out,0.012006,out,0.011042,out,0.012859,out,0.012006,true,-0.000964,true,0.000853,true,0.000000
288,3.360314,2.010301,1,in,0.983626,out,0.028341,out,0.012806,in,0.983626,false,-0.955285,false,-0.970820,true,0.000000
289,4.954843,11.554278,0,out,0.010037,out,0.030278,out,0.014486,out,0.010037,true,0.020241,true,0.004449,true,0.000000
290,8.220162,7.847779,1,in,0.984106,out,0.029528,out,0.012856,in,0.984106,false,-0.954578,false,-0.971250,true,0.000000
291,9.194925,7.904743,1,in,0.893744,out,0.029184,out,0.012848,in,0.893745,false,-0.864561,false,-0.880896,true,0.000001
292,6.883447,9.249992,0,out,0.046688,out,0.029746,out,0.012996,out,0.046689,true,-0.016942,true,-0.033692,true,0.000000
293,6.878873,5.520986,1,in,0.938176,out,0.029383,out,0.012825,in,0.938176,false,-0.908792,false,-0.925350,true,0.000000
294,5.261989,6.515458,0,out,0.042246,out,0.029688,out,0.012863,out,0.042246,true,-0.012558,true,-0.029383,true,-0.000000
295,5.940687,5.121603,1,in,0.786414,out,0.029545,out,0.012823,in,0.786414,false,-0.756869,false,-0.773591,true,0.000000
296,10.341754,10.551575,0,out,0.083848,out,0.029548,out,0.012930,out,0.083848,true,-0.054300,true,-0.070917,true,0.000000
297,4.752992,9.547305,0,out,0.010903,out,0.030005,out,0.013320,out,0.010903,true,0.019102,true,0.002417,true,0.000000
298,7.745288,5.667051,1,in,0.972010,out,0.028753,out,0.012827,in,0.972010,false,-0.943256,false,-0.959182,true,0.000000
299,2.067534,3.872951,0,out,0.012412,out,0.026091,out,0.012834,out,0.012412,true,0.013679,true,0.000422,true,0.000000
300,5.382006,5.314791,1,in,0.725216,out,0.029617,out,0.012828,in,0.725216,false,-0.695599,false,-0.712388,true,0.000000
301,11.405940,0.765667,0,out,0.005294,out,0.011014,out,0.013006,out,0.005294,true,0.005720,true,0.007712,true,0.000000
302,7.211211,6.916409,1,in,0.983741,out,0.029564,out,0.012844,in,0.983741,false,-0.954177,false,-0.970897,true,0.000000
303,4.501662,8.724749,0,out,0.010971,out,0.029938,out,0.013140,out,0.010971,true,0.018967,true,0.002169,true,0.000000
304,8.708047,5.288517,1,in,0.952026,out,0.022762,out,0.012833,in,0.952026,false,-0.929264,false,-0.939193,true,-0.000000
305,9.220302,8.328312,1,in,0.780382,out,0.029365,out,0.012857,in,0.780382,false,-0.751017,false,-0.767525,true,0.000000
306,11.107933,2.478981,0,out,0.034453,out,0.011015,out,0.012931,out,0.034453,true,-0.023439,true,-0.021522,true,-0.000000
307,8.535387,6.542270,1,in,0.986393,out,0.028651,out,0.012834,in,0.986393,false,-0.957742,false,-0.973559,true,0.000000
308,7.404558,7.411527,1,in,0.986466,out,0.029587,out,0.012855,in,0.986466,false,-0.956879,false,-0.973611,true,0.000000
309,0.639394,8.210791,0,out,0.011014,out,0.011272,out,0.011212,out,0.011014,true,0.000258,true,0.000198,true,0.000000
310,2.491968,6.238378,0,out,0.011013,out,0.029441,out,0.012941,out,0.011013,true,0.018428,true,0.001927,true,0.000000
311,10.057516,7.121507,0,in,0.657406,out,0.024322,out,0.012842,in,0.657406,false,-0.633084,false,-0.644565,true,0.000000
312,9.774881,10.027546,0,out,0.124005,out,0.029565,out,0.012916,out,0.124006,true,-0.094441,true,-0.111089,true,0.000000
313,5.662439,5.385811,1,in,0.812295,out,0.029600,out,0.012828,in,0.812295,false,-0.782695,false,-0.799467,true,0.000000
314,1.851082,2.064194,1,in,0.955441,out,0.019130,out,0.012813,in,0.955441,false,-0.936311,false,-0.942629,true,0.000000
315,8.225244,10.415995,1,in,0.541545,out,0.029722,out,0.013047,in,0.541544,false,-0.511823,false,-0.528498,true,-0.000000
316,9.782982,5.407888,1,in,0.946499,out,0.013383,out,0.012845,in,0.946499,false,-0.933116,false,-0.933654,true,0.000000
317,7.237105,8.657137,1,in,0.981295,out,0.029680,out,0.012920,in,0.981295,false,-0.951615,false,-0.968375,true,0.000000
318,7.777257,8.652474,1,in,0.983411,out,0.029641,out,0.012900,in,0.983411,false,-0.953770,false,-0.970511,true,0.000000
319,7.103675,8.517265,1,in,0.978303,out,0.029681,out,0.012916,in,0.978303,false,-0.948622,false,-0.965388,true,0.000000
320,7.977264,7.073941,1,in,0.987234,out,0.029440,out,0.012841,in,0.987234,false,-0.957795,false,-0.974393,true,0.000000
321,1.258538,3.416845,0,out,0.019457,out,0.015578,out,0.012840,out,0.019457,true,-0.003879,true,-0.006617,true,0.000000
322,3.592193,1.008792,1,in,0.812209,out,0.027721,out,0.012807,in,0.812209,false,-0.784488,false,-0.799402,true,0.000000
323,1.408151,10.260386,0,out,0.011009,out,0.025009,out,0.010909,out,0.011009,true,0.014000,true,-0.000101,true,0.000000
324,8.948246,5.227192,1,in,0.941330,out,0.019817,out,0.012836,in,0.941330,false,-0.921512,false,-0.928494,true,0.000000
325,10.590119,5.155513,1,in,0.571867,out,0.011087,out,0.012861,in,0.571867,false,-0.560780,false,-0.559006,true,0.000001
326,4.173200,1.664929,1,in,0.946321,out,0.028785,out,0.012810,in,0.946321,false,-0.917536,false,-0.933512,true,0.000000
327,9.938001,11.736776,0,out,0.078280,out,0.029680,out,0.013097,out,0.078280,true,-0.048600,true,-0.065183,true,0.000000
328,10.209435,5.128824,1,in,0.789686,out,0.011277,out,0.012854,in,0.789686,false,-0.778409,false,-0.776832,true,0.000000
329,1.095363,1.985534,0,out,0.028019,out,0.011925,out,0.012833,out,0.028019,true,-0.016094,true,-0.015186,true,0.000000
330,8.613806,5.675456,1,in,0.980079,out,0.025917,out,0.012832,in,0.980079,false,-0.954161,false,-0.967247,true,0.000000
331,4.103724,1.545190,1,in,0.956532,out,0.028681,out,0.012810,in,0.956532,false,-0.927851,false,-0.943723,true,0.000000
332,6.188553,6.325925,1,in,0.940820,out,0.029618,out,0.012841,in,0.940820,false,-0.911203,false,-0.927979,true,-0.000000
333,3.418940,5.960124,0,out,0.011016,out,0.029690,out,0.012886,out,0.011016,true,0.018674,true,0.001870,true,0.000000
334,11.611282,3.649841,0,out,0.033538,out,0.011015,out,0.012917,out,0.033538,true,-0.022523,true,-0.020621,true,0.000000
335,8.635428,5.960634,1,in,0.984497,out,0.027011,out,0.012832,in,0.984497,false,-0.957486,false,-0.971665,true,0.000000
336,3.405826,2.033265,1,in,0.983042,out,0.028446,out,0.012806,in,0.983042,false,-0.954596,false,-0.970236,true,0.000000
337,7.482727,5.087291,1,in,0.846327,out,0.028356,out,0.012825,in,0.846327,false,-0.817971,false,-0.833502,true,-0.000000
338,1.473338,6.984033,0,out,0.011014,out,0.025023,out,0.012905,out,0.011014,true,0.014009,true,0.001891,true,0.000000
339,5.224344,4.745361,0,in,0.543036,out,0.029592,out,0.012821,in,0.543036,false,-0.513444,false,-0.530214,true,0.000000
340,7.765114,6.901081,1,in,0.986720,out,0.029460,out,0.012839,in,0.986720,false,-0.957260,false,-0.973881,true,0.000000
341,8.688047,8.890619,1,in,0.879447,out,0.029580,out,0.012886,in,0.879447,false,-0.849867,false,-0.866561,true,0.000000
342,6.517695,5.715242,1,in,0.939162,out,0.029526,out,0.012828,in,0.939162,false,-0.909636,false,-0.926334,true,0.000000
343,8.923230,6.623397,1,in,0.983160,out,0.027946,out,0.012835,in,0.983160,false,-0.955214,false,-0.970325,true,0.000000
344,6.648474,7.757456,1,in,0.962180,out,0.029667,out,0.012885,in,0.962180,false,-0.932513,false,-0.949295,true,-0.000000
345,7.404722,8.497766,1,in,0.985376,out,0.029658,out,0.012903,in,0.985376,false,-0.955717,false,-0.972473,true,0.000000
346,7.861715,6.181439,1,in,0.983821,out,0.029111,out,0.012831,in,0.983821,false,-0.954710,false,-0.970990,true,0.000000
347,4.633318,2.807020,0,out,0.038058,out,0.029352,out,0.012811,out,0.038058,true,-0.008706,true,-0.025247,true,-0.000000
348,11.231710,5.864858,0,out,0.203291,out,0.011076,out,0.012864,out,0.203291,true,-0.192215,true,-0.190427,true,0.000000
349,7.988261,5.641492,1,in,0.974248,out,0.028252,out,0.012828,in,0.974248,false,-0.945996,false,-0.961420,true,0.000000
350,6.991884,8.653178,1,in,0.951221,out,0.029697,out,0.012931,in,0.951221,false,-0.921524,false,-0.938291,true,0.000000
351,4.422370,10.509523,0,out,0.010862,out,0.030197,out,0.013817,out,0.010862,true,0.019335,true,0.002954,true,0.000000
352,5.877324,7.976395,0,out,0.013406,out,0.029737,out,0.012928,out,0.013406,true,0.016330,true,-0.000478,true,0.000000
353,6.275857,1.484106,0,out,0.013736,out,0.015113,out,0.012832,out,0.013736,true,0.001377,true,-0.000904,true,0.000000
354,8.288321,7.599715,1,in,0.984888,out,0.029472,out,0.012849,in,0.984888,false,-0.955416,false,-0.972039,true,0.000000
355,9.716093,5.021866,1,in,0.831161,out,0.012114,out,0.012847,in,0.831161,false,-0.819046,false,-0.818313,true,0.000000
356,4.911894,3.770731,0,out,0.082329,out,0.029525,out,0.012814,out,0.082329,true,-0.052805,true,-0.069516,true,-0.000000
357,6.814769,1.924471,0,out,0.012011,out,0.013743,out,0.012835,out,0.012011,true,0.001731,true,0.000824,true,0.000000
358,9.702230,6.696598,1,in,0.926483,out,0.024321,out,0.012839,in,0.926483,false,-0.902162,false,-0.913644,true,0.000000
359,8.150579,6.184636,1,in,0.985223,out,0.028787,out,0.012831,in,0.985223,false,-0.956436,false,-0.972392,true,0.000000
360,8.573824,1.453701,0,out,0.011655,out,0.011019,out,0.012876,out,0.011655,true,-0.000636,true,0.001221,true,-0.000000
361,4.702217,1.016301,1,out,0.355047,out,0.025997,out,0.012817,out,0.355047,true,-0.329050,true,-0.342230,true,0.000000
362,7.020339,7.411659,1,in,0.983379,out,0.029620,out,0.012861,in,0.983379,false,-0.953759,false,-0.970518,true,0.000000
363,6.849220,6.273475,1,in,0.972035,out,0.029544,out,0.012835,in,0.972035,false,-0.942491,false,-0.959201,true,0.000000
364,9.215582,6.583152,1,in,0.976984,out,0.026739,out,0.012836,in,0.976984,false,-0.950245,false,-0.964148,true,0.000000
365,7.855093,10.597500,1,out,0.069437,out,0.029766,out,0.013117,out,0.069437,true,-0.039672,true,-0.056321,true,-0.000000
366,2.276733,2.276310,1,in,0.984838,out,0.023841,out,0.012809,in,0.984838,false,-0.960997,false,-0.972028,true,0.000000
367,10.693933,11.925137,0,out,0.070950,out,0.029634,out,0.013054,out,0.070950,true,-0.041315,true,-0.057895,true,-0.000000
368,9.409627,5.486688,1,in,0.968940,out,0.017199,out,0.012840,in,0.968940,false,-0.951740,false,-0.956100,true,0.000000
369,6.249877,5.659464,1,in,0.918322,out,0.029561,out,0.012829,in,0.918322,false,-0.888761,false,-0.905494,true,0.000000
370,9.168209,7.329646,1,in,0.956766,out,0.028686,out,0.012840,in,0.956766,false,-0.928080,false,-0.943926,true,0.000000
371,4.724158,1.920360,0,out,0.286804,out,0.028573,out,0.012813,out,0.286804,true,-0.258231,true,-0.273992,true,0.000000
372,9.727646,6.324194,1,in,0.949405,out,0.021270,out,0.012839,in,0.949405,false,-0.928135,false,-0.936566,true,0.000000
373,10.174945,6.220439,1,in,0.839212,out,0.015691,out,0.012844,in,0.839212,false,-0.823521,false,-0.826367,true,0.000000
374,1.195019,2.922322,0,out,0.022601,out,0.013821,out,0.012835,out,0.022601,true,-0.008780,true,-0.009766,true,0.000000
375,0.156253,9.231363,0,out,0.011014,out,0.011043,out,0.010865,out,0.011014,true,0.000030,true,-0.000148,true,0.000000
376,7.334537,3.445161,0,out,0.014283,out,0.021128,out,0.012829,out,0.014283,true,0.006846,true,-0.001454,true,0.000000
377,2.976889,7.177151,0,out,0.011010,out,0.029847,out,0.013015,out,0.011010,true,0.018837,true,0.002005,true,0.000000
378,7.448861,9.265821,1,in,0.969953,out,0.029703,out,0.012962,in,0.969953,false,-0.940250,false,-0.956992,true,0.000000
379,3.070490,3.488036,1,in,0.656953,out,0.028822,out,0.012816,in,0.656953,false,-0.628131,false,-0.644137,true,-0.000000
380,9.165181,8.142614,1,in,0.857932,out,0.029320,out,0.012853,in,0.857933,false,-0.828612,false,-0.845079,true,0.000001
381,2.025724,1.830823,1,in,0.981465,out,0.020148,out,0.012809,in,0.981465,false,-0.961317,false,-0.968657,true,0.000000
382,11.955564,11.606257,0,out,0.067317,out,0.029367,out,0.012943,out,0.067317,true,-0.037951,true,-0.054375,true,0.000000
383,9.147890,7.098465,1,in,0.968200,out,0.028368,out,0.012838,in,0.968200,false,-0.939831,false,-0.955361,true,0.000000
384,3.211793,3.732003,0,out,0.131164,out,0.029101,out,0.012818,out,0.131164,true,-0.102063,true,-0.118346,true,0.000000
385,1.215127,9.899274,0,out,0.011011,out,0.020028,out,0.010943,out,0.011011,true,0.009017,true,-0.000068,true,0.000000
386,0.470986,7.441288,0,out,0.011015,out,0.011093,out,0.011577,out,0.011015,true,0.000078,true,0.000562,true,0.000000
387,3.908173,11.438762,0,out,0.010861,out,0.030487,out,0.013772,out,0.010861,true,0.019626,true,0.002911,true,0.000000
388,10.230002,10.683892,0,out,0.084658,out,0.029577,out,0.012945,out,0.084658,true,-0.055081,true,-0.071713,true,0.000000
389,6.248940,11.488939,0,out,0.003894,out,0.030044,out,0.013855,out,0.003894,true,0.026149,true,0.009960,true,0.000000
390,2.514107,1.415508,1,in,0.982381,out,0.023323,out,0.012803,in,0.982381,false,-0.959058,false,-0.969578,true,0.000000
391,8.059419,5.058246,1,in,0.845912,out,0.026143,out,0.012828,in,0.845911,false,-0.819769,false,-0.833083,true,-0.000000
392,7.691139,9.137667,1,in,0.977763,out,0.029677,out,0.012937,in,0.977763,false,-0.948086,false,-0.964826,true,0.000000
393,0.725181,9.013736,0,out,0.011013,out,0.011516,out,0.010999,out,0.011013,true,0.000503,true,-0.000014,true,0.000000
394,8.337356,9.110418,1,in,0.934607,out,0.029628,out,0.012909,in,0.934607,false,-0.904979,false,-0.921699,true,0.000000
395,11.967663,5.755108,0,out,0.084600,out,0.011022,out,0.012882,out,0.084600,true,-0.073578,true,-0.071718,true,0.000000
396,10.721332,10.724445,0,out,0.076262,out,0.029509,out,0.012928,out,0.076262,true,-0.046753,true,-0.063334,true,0.000000
397,6.265851,6.305467,1,in,0.947674,out,0.029610,out,0.012840,in,0.947674,false,-0.918064,false,-0.934834,true,0.000000
398,7.780539,9.190355,1,in,0.974736,out,0.029674,out,0.012937,in,0.974736,false,-0.945062,false,-0.961798,true,0.000000
399,4.124166,8.671837,0,out,0.010987,out,0.029978,out,0.013174,out,0.010987,true,0.018991,true,0.002187,true,0.000000
400,5.178409,6.844058,0,out,0.013641,out,0.029713,out,0.012880,out,0.013641,true,0.016072,true,-0.000761,true,0.000000
401,5.233789,5.092323,1,in,0.646517,out,0.029614,out,0.012826,in,0.646517,false,-0.616904,false,-0.633691,true,0.000000
402,11.380219,1.266808,0,out,0.008206,out,0.011014,out,0.012984,out,0.008206,true,0.002808,true,0.004778,true,0.000000
403,8.545036,8.745693,1,in,0.935207,out,0.029582,out,0.012883,in,0.935207,false,-0.905625,false,-0.922324,true,0.000000
404,7.593550,5.186597,1,in,0.898062,out,0.028292,out,0.012826,in,0.898062,false,-0.869770,false,-0.885236,true,0.000000
405,6.319860,7.506971,1,in,0.864713,out,0.029675,out,0.012882,in,0.864713,false,-0.835038,false,-0.851832,true,-0.000000
406,6.847095,5.479131,1,in,0.931901,out,0.029383,out,0.012825,in,0.931901,false,-0.902519,false,-0.919076,true,-0.000000
407,2.553741,3.017818,1,in,0.963864,out,0.027043,out,0.012813,in,0.963864,false,-0.936821,false,-0.951050,true,0.000000
408,5.353702,2.561856,0,out,0.014779,out,0.028450,out,0.012815,out,0.014779,true,0.013671,true,-0.001964,true,0.000000
409,4.761618,5.800641,0,out,0.033259,out,0.029675,out,0.012847,out,0.033259,true,-0.003584,true,-0.020412,true,-0.000000
410,4.093773,0.959799,0,in,0.515606,out,0.027760,out,0.012811,in,0.515606,false,-0.487846,false,-0.502795,true,0.000000
411,4.675062,3.290138,0,out,0.044461,out,0.029474,out,0.012812,out,0.044461,true,-0.014988,true,-0.031650,true,0.000000
412,8.393334,5.622601,1,in,0.977355,out,0.026835,out,0.012830,in,0.977355,false,-0.950520,false,-0.964525,true,-0.000000
413,6.045592,1.887111,0,out,0.013331,out,0.021014,out,0.012825,out,0.013331,true,0.007684,true,-0.000505,true,0.000000
414,6.106912,8.672215,0,out,0.011384,out,0.029768,out,0.012982,out,0.011384,true,0.018384,true,0.001598,true,0.000000
415,2.816493,8.690308,0,out,0.011007,out,0.030126,out,0.013225,out,0.011007,true,0.019120,true,0.002218,true,0.000000
416,6.179687,6.854495,1,in,0.926155,out,0.029648,out,0.012857,in,0.926155,false,-0.896507,false,-0.913298,true,0.000000
417,10.955700,4.425775,0,out,0.106461,out,0.011020,out,0.012880,out,0.106461,true,-0.095441,true,-0.093581,true,-0.000000
