x,y,class,class_name
2.879679,1.171962,0,inside
2.935356,1.653372,0,inside
3.374207,2.418024,0,inside
4.314734,1.432095,0,inside
5.262796,0.416701,1,outside
0.069171,5.772457,1,outside
1.970080,5.418260,1,outside
5.701371,1.424235,1,outside
2.062222,1.061400,0,inside
4.224179,2.224550,1,outside
3.665941,1.350344,0,inside
2.692961,1.864888,0,inside
2.337918,5.135820,1,outside
4.874034,0.208597,1,outside
2.550370,2.827475,0,inside
2.180866,1.709787,0,inside
1.041732,4.637779,1,outside
2.489332,2.156553,0,inside
0.174719,4.346384,1,outside
3.690655,0.183314,1,outside
0.077991,3.138423,1,outside
1.045294,0.251461,1,outside
4.033775,1.729812,0,inside
3.896171,1.780756,0,inside
3.733686,0.233336,1,outside
3.454531,3.206042,0,inside
4.695009,1.049523,0,inside
5.565578,3.945401,1,outside
3.219837,3.668863,0,inside
0.577771,0.996474,1,outside
2.008804,5.465956,1,outside
0.625191,5.569127,1,outside
2.324246,5.764069,1,outside
1.465823,0.529971,1,outside
2.039347,3.709328,1,outside
3.010468,1.277770,0,inside
1.889339,4.768920,1,outside
2.081260,1.025299,0,inside
5.420500,5.096500,1,outside
2.566180,4.352444,1,outside
0.486347,0.661599,1,outside
2.787401,1.562856,0,inside
3.479573,4.552464,1,outside
1.652086,2.780233,1,outside
4.463291,1.358052,0,inside
1.637272,2.019203,1,outside
3.268064,5.347464,1,outside
2.685577,2.373245,0,inside
3.317752,0.844275,1,outside
3.053365,2.716577,0,inside
3.591381,1.432686,0,inside
2.007091,0.924035,1,outside
0.709218,3.357052,1,outside
4.229624,0.954485,1,outside
2.886827,1.157411,0,inside
1.387779,0.967235,1,outside
4.008608,2.418456,0,inside
3.216375,4.533052,1,outside
3.718414,2.633164,0,inside
0.630744,2.038521,1,outside
3.258996,0.710637,1,outside
1.535113,3.865530,1,outside
2.364293,2.869642,0,inside
2.744438,1.332516,0,inside
4.913897,4.067268,1,outside
1.873516,5.814079,1,outside
4.261418,1.053158,0,inside
4.352282,5.524883,1,outside
